path,class,detected,score,box,action
data/labeled/embedder/2.4mm-F/photo_2026-05-14_CAP5270980921832602358.jpg,2.4mm-F,yes,0.903,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP2101646959288919339.jpg,2.4mm-F,yes,0.706,0|734|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP2102085932546681648.jpg,2.4mm-F,yes,0.848,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP2414349402136630575.jpg,2.4mm-F,yes,0.899,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP2645462039793682976.jpg,2.4mm-F,yes,0.604,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP2717268804096996616.jpg,2.4mm-F,yes,0.623,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP2927219284697935221.jpg,2.4mm-F,yes,0.698,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP3496343642769674529.jpg,2.4mm-F,yes,0.923,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP3567202519400111937.jpg,2.4mm-F,yes,0.975,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP3741469842938713876.jpg,2.4mm-F,yes,0.604,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP3868563708285982729.jpg,2.4mm-F,yes,0.941,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP4015261700293293272.jpg,2.4mm-F,yes,0.754,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP5310564930427363396.jpg,2.4mm-F,yes,0.977,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP5346652542349582926.jpg,2.4mm-F,yes,0.665,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP5421987269736592492.jpg,2.4mm-F,yes,0.922,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP5475350744517623576.jpg,2.4mm-F,yes,0.733,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP5852871981433053545.jpg,2.4mm-F,yes,0.918,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP598970687497628723.jpg,2.4mm-F,yes,0.971,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP6481656788793798302.jpg,2.4mm-F,yes,0.941,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP6514500971227037830.jpg,2.4mm-F,yes,0.970,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP6624668935452505364.jpg,2.4mm-F,yes,0.933,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP6664532566951525228.jpg,2.4mm-F,yes,0.543,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP7279632359905173309.jpg,2.4mm-F,yes,0.780,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP7320230952083800118.jpg,2.4mm-F,yes,0.588,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP8163950189836124406.jpg,2.4mm-F,yes,0.628,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP8673086972646842878.jpg,2.4mm-F,yes,0.906,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP_242C5992-167A-44C4-8990-013409FA9984.jpg,2.4mm-F,yes,0.841,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP_3222CB6F-0FB2-486B-B63A-8D72AF1A1BB5.jpg,2.4mm-F,yes,0.816,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP_52A99F24-A826-4A1A-B2B6-7B1E82D8E181.jpg,2.4mm-F,yes,0.849,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP_5CC791E1-EAE3-4A62-9A9B-77820F69B14C.jpg,2.4mm-F,yes,0.924,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP_6512EECA-12CE-4614-9C30-18B0DA10F496.jpg,2.4mm-F,yes,0.937,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP_65F31C33-82F0-405B-8F08-6DC786555259.jpg,2.4mm-F,yes,0.514,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP_6DB74BCC-6760-4F63-AB09-0EC9F1AC943D.jpg,2.4mm-F,yes,0.760,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP_6DFA41A8-3BC9-4EDA-B0E2-0719C8F13E05.jpg,2.4mm-F,yes,0.868,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP_71EEB8AB-692E-4491-AAC2-E7D40CA44A24.jpg,2.4mm-F,yes,0.745,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP_7D4790AA-83C5-48B5-9936-A5A79582C349.jpg,2.4mm-F,yes,0.785,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP_7F3C3177-CA70-46FB-9D25-B1CD0CECF62C.jpg,2.4mm-F,yes,0.900,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP_940B6BBF-0DC8-4816-9338-6FBC0F403D21.jpg,2.4mm-F,yes,0.909,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP_97ED751B-1ACE-4025-84B7-B9B15D10CBB6.jpg,2.4mm-F,yes,0.594,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP_9C1ED041-0877-45CB-8C8A-6A0E3F7EB21E.jpg,2.4mm-F,yes,0.908,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP_A70359FC-FE54-4625-ACC8-2A2B52DD024A.jpg,2.4mm-F,yes,0.934,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP_ABA3D03C-B42D-4AFA-B5E2-4E47A57472A5.jpg,2.4mm-F,yes,0.588,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP_AC110D0D-D8BB-4AF2-B8ED-5CB1E1861188.jpg,2.4mm-F,yes,0.792,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP_AE4BBD7F-6E63-4532-A771-05B89B25985E.jpg,2.4mm-F,yes,0.928,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP_D61BE66A-C8E5-482E-B299-DE8C504FC829.jpg,2.4mm-F,yes,0.638,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP_D99DEFFD-FF7A-4A4F-B6EA-EA13D5081F4B.jpg,2.4mm-F,yes,0.853,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP_DC486C94-4C05-4B97-9513-1A10AABA4B69.jpg,2.4mm-F,yes,0.838,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP_E1C859A7-A0DB-4484-A7D4-F73BE8806EBD.jpg,2.4mm-F,yes,0.779,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP_E9DCE299-3310-4870-8328-913E86AA4292.jpg,2.4mm-F,yes,0.925,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-16_CAP_F9ACBC11-4C13-467D-9AA9-8302854ED0DF.jpg,2.4mm-F,yes,0.437,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-14_CAP1058398917827117621.jpg,2.4mm-M,yes,0.658,0|0|3060|3411,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-14_CAP1188301454300724711.jpg,2.4mm-M,yes,0.533,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-14_CAP1828537009811264442.jpg,2.4mm-M,yes,0.769,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-14_CAP2813243639415668121.jpg,2.4mm-M,yes,0.962,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-14_CAP5256647354485076569.jpg,2.4mm-M,yes,0.952,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-14_CAP5435682971226546703.jpg,2.4mm-M,yes,0.953,0|0|3060|2872,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-14_CAP6027988834919780117.jpg,2.4mm-M,yes,0.807,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-14_CAP6880755855414809820.jpg,2.4mm-M,yes,0.787,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-14_CAP7093933299360991645.jpg,2.4mm-M,yes,0.678,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-14_CAP732735079914817767.jpg,2.4mm-M,yes,0.960,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-14_CAP7390130373840929833.jpg,2.4mm-M,yes,0.847,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-14_CAP7552165820942689945.jpg,2.4mm-M,yes,0.770,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-14_CAP7721343694969399750.jpg,2.4mm-M,yes,0.920,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-14_CAP7786741120533130972.jpg,2.4mm-M,yes,0.953,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-14_CAP8363161045160153451.jpg,2.4mm-M,yes,0.510,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-14_CAP8626994616840107946.jpg,2.4mm-M,yes,0.567,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP103827453017749416.jpg,2.4mm-M,yes,0.875,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP2153735352189254114.jpg,2.4mm-M,yes,0.784,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP2554096273939338277.jpg,2.4mm-M,yes,0.622,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP2894410599279232820.jpg,2.4mm-M,yes,0.860,0|318|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP3168949621201812297.jpg,2.4mm-M,yes,0.593,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP3399682620412805268.jpg,2.4mm-M,yes,0.943,0|0|3060|2095,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP4343154564106182830.jpg,2.4mm-M,yes,0.836,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP5227708834443221949.jpg,2.4mm-M,yes,0.947,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP5293717907983476324.jpg,2.4mm-M,yes,0.698,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP5826762968818729679.jpg,2.4mm-M,yes,0.727,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP5911110888965041371.jpg,2.4mm-M,yes,0.981,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP6159808660535701924.jpg,2.4mm-M,yes,0.973,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP617641071026838493.jpg,2.4mm-M,yes,0.809,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP6177751125636646430.jpg,2.4mm-M,yes,0.897,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP6657880426025932550.jpg,2.4mm-M,yes,0.956,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP6801655044872228223.jpg,2.4mm-M,yes,0.922,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP68376127299875076.jpg,2.4mm-M,yes,0.939,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP7161399567085005783.jpg,2.4mm-M,yes,0.909,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP8174327323794446085.jpg,2.4mm-M,yes,0.921,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP8438615417296181859.jpg,2.4mm-M,yes,0.684,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP8840080085444767299.jpg,2.4mm-M,yes,0.876,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP8946386828949211625.jpg,2.4mm-M,yes,0.665,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP8966058846300621386.jpg,2.4mm-M,yes,0.615,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP_02D7909B-A382-4E0D-AF6E-C41D2AF6DCA5.jpg,2.4mm-M,yes,0.357,0|0|3024|4032,cropped_lowconf
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP_11C2E3BF-13A3-4377-9DA1-2364303C53F5.jpg,2.4mm-M,yes,0.544,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP_17ECAB58-AB5D-4379-86DC-AD5820672273.jpg,2.4mm-M,yes,0.920,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP_5E986610-0947-49D4-89CD-C5DAC159C64E.jpg,2.4mm-M,yes,0.919,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP_60EFA917-C6B0-4857-AA04-45F4D3FF1A38.jpg,2.4mm-M,yes,0.601,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP_62425999-E6A4-4711-8998-F3AFFD8D5C76.jpg,2.4mm-M,yes,0.598,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP_6B9DDE98-A5A7-4791-9703-57B44FD90A4C.jpg,2.4mm-M,yes,0.746,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP_7862C34D-6E01-495D-84B3-838CE0EF361A.jpg,2.4mm-M,yes,0.988,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP_787239B0-5336-48F7-A387-2889FFB77509.jpg,2.4mm-M,yes,0.855,0|121|3024|4032,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP_7E3E60F3-B50F-4B7C-95EC-4612CD0D6FC6.jpg,2.4mm-M,yes,0.926,0|0|3024|3996,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP_894E33B5-8399-477A-AA77-90116DA57C84.jpg,2.4mm-M,yes,0.976,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP_973B7619-7DB5-49D0-B8C8-6BD280A0BE12.jpg,2.4mm-M,yes,0.442,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP_99D46A66-7EAB-4360-851F-554FA2784165.jpg,2.4mm-M,yes,0.694,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP_A2FB8D76-1524-430B-8384-07F1B389BC65.jpg,2.4mm-M,yes,0.462,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP_B15B3A9A-218F-4066-ACD6-1948EAB858A0.jpg,2.4mm-M,yes,0.361,0|0|3024|4032,cropped_lowconf
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP_BA489C29-5179-41A2-BE49-69C6AB910B76.jpg,2.4mm-M,yes,0.611,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP_BD8B28D5-5AED-42EB-9854-13F9F0AE1F0A.jpg,2.4mm-M,yes,0.865,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP_C61EB9AD-5288-4389-92C0-72C2AE8C73C7.jpg,2.4mm-M,yes,0.873,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP_C714972D-F116-4BD2-8272-2D3DE46E91A6.jpg,2.4mm-M,yes,0.359,0|0|3024|4032,cropped_lowconf
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP_CA22F054-9B59-4E44-B353-14F9BEB9A1AD.jpg,2.4mm-M,yes,0.931,0|0|3024|3962,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP_D61294A5-49DE-473D-9F7B-3C21B246623B.jpg,2.4mm-M,yes,0.495,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP_F522648A-B3C4-4679-A92C-856B6B6296C4.jpg,2.4mm-M,yes,0.840,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-M/photo_2026-05-16_CAP_FF3B257C-8E7D-4F05-AD52-1F2A0583769B.jpg,2.4mm-M,yes,0.507,0|0|3024|4032,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-14_CAP2415105935844868866.jpg,2.92mm-F,yes,0.844,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-14_CAP2426565432389920110.jpg,2.92mm-F,yes,0.910,0|83|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-14_CAP2454213044694889789.jpg,2.92mm-F,yes,0.523,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-14_CAP2662697048304319880.jpg,2.92mm-F,yes,0.634,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-14_CAP3186502691286662064.jpg,2.92mm-F,yes,0.570,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-14_CAP3390775475761820547.jpg,2.92mm-F,yes,0.738,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-14_CAP4152808619663249914.jpg,2.92mm-F,yes,0.719,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-14_CAP4209322479378911345.jpg,2.92mm-F,yes,0.918,0|209|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-14_CAP4753798869764335713.jpg,2.92mm-F,yes,0.743,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-14_CAP5155954057613621472.jpg,2.92mm-F,yes,0.565,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-14_CAP5176540716641517045.jpg,2.92mm-F,yes,0.911,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-14_CAP5196827770669125857.jpg,2.92mm-F,yes,0.796,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-14_CAP531019033378667131.jpg,2.92mm-F,yes,0.893,0|0|3060|1508,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-14_CAP5464705145586820876.jpg,2.92mm-F,yes,0.875,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-14_CAP5511328900329273321.jpg,2.92mm-F,yes,0.875,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-14_CAP5789752996908812711.jpg,2.92mm-F,yes,0.739,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-14_CAP6738711780896370160.jpg,2.92mm-F,yes,0.891,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-14_CAP8439997882380661357.jpg,2.92mm-F,yes,0.658,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-14_CAP8770299445996862739.jpg,2.92mm-F,yes,0.695,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-14_CAP8851713251924060436.jpg,2.92mm-F,yes,0.900,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-14_CAP9180315496414681794.jpg,2.92mm-F,yes,0.777,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP1029199602672162895.jpg,2.92mm-F,yes,0.922,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP1169968624928492834.jpg,2.92mm-F,yes,0.717,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP119840956885323314.jpg,2.92mm-F,yes,0.957,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP1515539075525784107.jpg,2.92mm-F,yes,0.511,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP2251041578166391175.jpg,2.92mm-F,yes,0.976,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP2255775117354027873.jpg,2.92mm-F,yes,0.862,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP2724175497485793503.jpg,2.92mm-F,yes,0.677,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP278571211918045037.jpg,2.92mm-F,yes,0.797,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP3903103924102431926.jpg,2.92mm-F,yes,0.618,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP4436617205885987567.jpg,2.92mm-F,yes,0.526,0|0|3060|4058,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP4746381783771892864.jpg,2.92mm-F,yes,0.692,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP5369817534484693005.jpg,2.92mm-F,yes,0.938,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP5441644256148017166.jpg,2.92mm-F,yes,0.914,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP5803976922887498569.jpg,2.92mm-F,yes,0.933,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP6183539083360991383.jpg,2.92mm-F,yes,0.911,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP65054205710421193.jpg,2.92mm-F,yes,0.956,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP7017434751269613039.jpg,2.92mm-F,yes,0.944,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP7188865543915631975.jpg,2.92mm-F,yes,0.912,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP7710196044854442607.jpg,2.92mm-F,yes,0.975,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP8007419196750906971.jpg,2.92mm-F,yes,0.481,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP891579065840230206.jpg,2.92mm-F,yes,0.506,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP9118674652453755660.jpg,2.92mm-F,yes,0.966,0|0|3060|4080,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP_0D7C6474-B420-4DF7-96D3-517583B99F02.jpg,2.92mm-F,yes,0.507,0|0|3024|4032,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP_141C671A-5350-47BB-9E04-18101AE18E85.jpg,2.92mm-F,yes,0.820,0|0|3024|4032,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP_1F3B8F9C-C017-4980-9661-2B2A49C9A030.jpg,2.92mm-F,yes,0.679,0|0|3024|4032,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP_287EA89B-CFE2-4F6F-833D-E11B463522F6.jpg,2.92mm-F,yes,0.841,0|0|3024|4032,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP_3024CD3E-ECCA-4328-8D98-5C5FEA19363A.jpg,2.92mm-F,yes,0.901,0|0|3024|4032,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP_316B4B7F-BC99-4FB3-B957-E44D9DA837BD.jpg,2.92mm-F,yes,0.757,0|0|3024|4032,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP_45579B66-EEA7-404E-8579-160001D63732.jpg,2.92mm-F,yes,0.782,0|0|3024|4032,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP_4678D2BA-F349-4B91-BB76-3642BF254F21.jpg,2.92mm-F,yes,0.911,0|0|3024|4032,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP_4BAF076F-594C-4FE2-A028-503ADBB88A64.jpg,2.92mm-F,yes,0.927,0|0|3024|4032,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP_55EAE84C-3FF9-4DD1-9EA5-D2C04DA8C24B.jpg,2.92mm-F,yes,0.617,0|0|3024|4032,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP_645E3B47-B8B6-498B-8EC9-8FF390AFD04E.jpg,2.92mm-F,yes,0.845,0|0|3024|4032,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP_758C4889-4588-4936-AD7B-88B6447C1B95.jpg,2.92mm-F,yes,0.929,0|0|3024|4032,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP_7CE25D44-EFF1-407F-BAB5-2697B73A70B4.jpg,2.92mm-F,yes,0.960,0|0|3024|4032,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP_8321C510-EBB0-4922-8736-5A236EB2FCB0.jpg,2.92mm-F,yes,0.956,0|0|3024|4032,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP_8A43C995-AA4C-4727-8CA9-89F793F39DE6.jpg,2.92mm-F,yes,0.920,0|0|3024|4032,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP_8F3F6696-3F4C-4D27-9141-33B355B5B691.jpg,2.92mm-F,yes,0.596,0|0|3024|4032,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP_8FD2B7D6-6E7C-422A-A383-4766C8BABA79.jpg,2.92mm-F,yes,0.825,0|3240|3024|4032,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP_A5F12385-E8D0-4AB9-8891-77F4DBCA1081.jpg,2.92mm-F,yes,0.477,0|0|3024|4032,cropped
data/labeled/embedder/2.92mm-F/photo_2026-05-16_CAP_A6463453-2D15-4A46-86E5-15B3862A67DC.jpg,2.92mm-F,yes,0.527,0|3523|3024|4032,cropped
